OrderID,Product,Category,Quantity,Price,Date,CustomerID
1056,Socks,Accessories,2,53.68,2024-02-12,533
1057,Running Shoes,Shoe,4,11.04,2024-09-14,523
1058,Smartwatch,Accessories,9,90.02,2024-11-16,514
1059,Sunglasses,Accessories,4,98.09,2024-03-26,539
1060,Canvas Shoes,Shoe,5,18.9,2024-04-06,549
1061,Socks,Accessories,8,33.1,2024-09-22,530
1062,Smartwatch,Accessories,2,6.51,2024-03-03,546
1063,Leather Belt,Accessories,3,79.76,2024-04-12,549
1064,Hoodie,Clothing,6,34.59,2024-09-10,534
1065,Canvas Shoes,Shoe,7,60.94,2024-11-12,509
1066,Leather Belt,Accessories,4,8.73,2024-01-01,515
1067,Knee Length Shorts,Clothing,1,72.97,2024-06-02,524
1068,Running Shoes,Shoe,7,55.29,2024-09-17,548
1069,Socks,Accessories,9,73.87,2024-02-04,541
1070,Jeans,Clothing,1,80.01,2024-01-27,525
1071,Running Shoes,Shoe,1,13.48,2024-12-15,536
1072,Smartwatch,Accessories,1,59.92,2024-11-01,532
1073,Leather Belt,Accessories,7,66.74,2024-08-11,547
1074,Jeans,Clothing,9,54.09,2024-07-05,521
1075,Cotton T-Shirt,Clothing,3,22.33,2024-06-07,542
1076,Sunglasses,Accessories,8,80.58,2024-03-09,539
1077,Golf Shoes,Shoe,9,99.76,2024-06-13,506
1078,Jacket,Clothing,3,97.08,2024-09-14,547
1079,Hoodie,Clothing,3,78.87,2024-04-11,525
1080,Golf Shoes,Shoe,1,44.72,2024-07-11,502
1081,Canvas Shoes,Shoe,2,37.04,2024-09-15,531
1082,Canvas Shoes,Shoe,7,11.51,2024-10-24,530
1083,Jacket,Clothing,3,44.55,2024-10-25,515
1084,Shirt,Clothing,7,19.82,2024-01-21,518
1085,Cotton T-Shirt,Clothing,5,29.16,2024-02-14,532
1086,Running Shoes,Shoe,8,89.73,2024-10-02,514
1087,Shirt,Clothing,5,97.01,2024-06-19,518
1088,Leather Belt,Accessories,3,95.11,2024-06-26,535
1089,Jacket,Clothing,9,23.37,2024-08-10,522
1090,Shirt,Clothing,7,90.58,2024-10-25,514
1091,Cap,Accessories,5,18.44,2024-01-24,538
1092,Leather Belt,Accessories,7,53.23,2024-12-03,514
1093,Running Shoes,Shoe,9,66.15,2024-03-24,534
1094,Jacket,Clothing,5,48.93,2024-02-29,522
1095,Knee Length Shorts,Clothing,7,95.42,2024-10-14,516
1096,Canvas Shoes,Shoe,9,36.66,2024-05-01,548
1097,Canvas Shoes,Shoe,1,55.1,2024-01-05,549
1098,Hoodie,Clothing,4,12.17,2024-06-02,516
1099,Shirt,Clothing,1,85.96,2024-10-07,516
1100,Socks,Accessories,8,44.27,2024-12-07,540
1101,Golf Shoes,Shoe,3,71.55,2024-03-26,538
1102,Canvas Shoes,Shoe,2,69.81,2024-03-15,518
1103,Shirt,Clothing,4,69.24,2024-09-23,523
1104,Cotton T-Shirt,Clothing,3,53.16,2024-07-09,546
1105,Golf Shoes,Shoe,5,31.36,2024-09-08,548
1106,Jeans,Clothing,8,64.38,2024-03-08,540
1107,Golf Shoes,Shoe,8,96.37,2024-12-18,518
1108,Sunglasses,Accessories,7,84.23,2024-05-25,546
1109,Leather Belt,Accessories,8,15.33,2024-12-29,549
1110,Socks,Accessories,5,7.2,2024-05-01,522
1111,Smartwatch,Accessories,6,52.4,2024-02-11,540
1112,Golf Shoes,Shoe,8,78.7,2024-11-11,530
1113,Canvas Shoes,Shoe,1,34.82,2024-05-29,548
1114,Socks,Accessories,6,71.62,2024-03-02,542
1115,Jeans,Clothing,6,93.53,2024-09-11,542
1116,Smartwatch,Accessories,5,48.6,2024-05-10,518
1117,Sunglasses,Accessories,4,28.2,2024-11-22,518
1118,Sunglasses,Accessories,1,92.19,2024-01-20,541
1119,Cap,Accessories,8,49.87,2024-07-17,501
1120,Leather Belt,Accessories,6,43.74,2024-11-22,548
1121,Sunglasses,Accessories,3,38.57,2024-08-08,542
1122,Shirt,Clothing,3,45.19,2024-05-10,515
1123,Cap,Accessories,6,69,2024-06-19,505
1124,Cotton T-Shirt,Clothing,7,46.2,2024-05-24,527
1125,Shirt,Clothing,8,35.8,2024-12-05,517
1126,Canvas Shoes,Shoe,5,75.65,2024-12-19,541
1127,Cap,Accessories,6,24.28,2024-06-29,532
1128,Sunglasses,Accessories,1,24.18,2024-06-09,538
1129,Running Shoes,Shoe,6,71.16,2024-02-29,526
1130,Knee Length Shorts,Clothing,9,87.34,2024-08-02,502
1131,Jacket,Clothing,4,27.92,2024-03-08,528
1132,Hoodie,Clothing,1,23.16,2024-12-26,545
1133,Socks,Accessories,9,68.68,2024-07-10,523
1134,Cotton T-Shirt,Clothing,4,63.98,2024-08-12,520
1135,Leather Belt,Accessories,2,47.49,2024-07-15,536
1136,Running Shoes,Shoe,1,14.11,2024-06-09,542
1137,Socks,Accessories,3,13.72,2024-09-05,522
1138,Golf Shoes,Shoe,7,78.85,2024-04-20,511
1139,Socks,Accessories,2,47.92,2024-02-28,528
1140,Socks,Accessories,9,86.51,2024-02-02,545
1141,Knee Length Shorts,Clothing,2,59.6,2024-02-10,522
1142,Golf Shoes,Shoe,5,63.78,2024-06-09,517
1143,Golf Shoes,Shoe,8,93.75,2024-01-29,531
1144,Smartwatch,Accessories,8,20.64,2024-09-11,511
1145,Jeans,Clothing,3,56.59,2024-07-03,536
1146,Jeans,Clothing,2,10.52,2024-12-26,514
1147,Jacket,Clothing,9,39.1,2024-08-11,535
1148,Jeans,Clothing,3,19.07,2024-12-22,523
1149,Leather Belt,Accessories,8,22.84,2024-08-08,529
1150,Shirt,Clothing,2,93.81,2024-11-15,523
1151,Leather Belt,Accessories,3,63.01,2024-03-26,544
1152,Canvas Shoes,Shoe,1,89.76,2024-03-06,536
1153,Golf Shoes,Shoe,6,47.13,2024-04-23,516
1154,Golf Shoes,Shoe,7,61.78,2024-09-21,539
1155,Running Shoes,Shoe,4,8.05,2024-10-11,520
1156,Leather Belt,Accessories,1,49.6,2024-04-06,525
1157,Cap,Accessories,3,58.59,2024-11-25,519
1158,Jacket,Clothing,9,6.59,2024-05-03,526
1159,Jeans,Clothing,5,80,2024-06-04,532
1160,Socks,Accessories,6,33.07,2024-04-19,521
1161,Jeans,Clothing,4,47.99,2024-02-22,509
1162,Cotton T-Shirt,Clothing,1,55.88,2024-06-22,543
1163,Socks,Accessories,5,99.26,2024-06-15,519
1164,Jeans,Clothing,5,14.42,2024-03-16,549
1165,Running Shoes,Shoe,5,57.75,2024-11-09,521
1166,Running Shoes,Shoe,6,55.41,2024-08-01,518
1167,Canvas Shoes,Shoe,2,11.55,2024-06-30,506
1168,Hoodie,Clothing,1,65.22,2024-02-14,535
1169,Shirt,Clothing,2,32.25,2024-05-30,514
1170,Running Shoes,Shoe,6,14.86,2024-04-26,509
1171,Leather Belt,Accessories,5,21.97,2024-05-01,535
1172,Jeans,Clothing,5,83.24,2024-06-18,502
1173,Smartwatch,Accessories,6,14.89,2024-06-14,506
1174,Shirt,Clothing,7,49.36,2024-11-25,535
1175,Cap,Accessories,9,23.55,2024-05-28,525
1176,Knee Length Shorts,Clothing,7,20.42,2024-03-14,509
1177,Cap,Accessories,2,24.54,2024-05-28,531
1178,Cap,Accessories,6,51.81,2024-01-25,507
1179,Cap,Accessories,9,27.59,2024-03-01,528
1180,Leather Belt,Accessories,7,14.19,2024-12-19,502
1181,Golf Shoes,Shoe,2,81.13,2024-02-23,501
1182,Running Shoes,Shoe,3,56.28,2024-08-10,537
1183,Shirt,Clothing,8,19.9,2024-08-06,524
1184,Smartwatch,Accessories,9,49.79,2024-11-11,535
1185,Canvas Shoes,Shoe,4,11.49,2024-06-18,507
1186,Canvas Shoes,Shoe,9,60.14,2024-07-07,538
1187,Running Shoes,Shoe,2,37.33,2024-02-01,529
1188,Jeans,Clothing,5,14.84,2024-02-22,501
1189,Canvas Shoes,Shoe,2,22.45,2024-05-18,530
1190,Jeans,Clothing,1,37.84,2024-02-16,546
1191,Jeans,Clothing,5,81.61,2024-03-30,532
1192,Jacket,Clothing,2,21.51,2024-11-11,510
1193,Canvas Shoes,Shoe,7,15.42,2024-02-05,534
1194,Sunglasses,Accessories,8,54.01,2024-08-12,511
1195,Golf Shoes,Shoe,2,58.08,2024-02-11,548
1196,Leather Belt,Accessories,7,13.57,2024-08-15,549
1197,Knee Length Shorts,Clothing,4,32.03,2024-09-25,537
1198,Smartwatch,Accessories,1,29.96,2024-07-04,527
1199,Golf Shoes,Shoe,3,22.69,2024-12-22,548
1200,Golf Shoes,Shoe,1,34.99,2024-08-22,510
1201,Jeans,Clothing,5,8.53,2024-05-01,538
1202,Golf Shoes,Shoe,8,66.9,2024-11-16,522
1203,Leather Belt,Accessories,1,98.91,2024-04-26,524
1204,Shirt,Clothing,9,65.23,2024-12-22,508
1205,Jeans,Clothing,3,39.3,2024-02-08,506
1206,Jeans,Clothing,5,68.45,2024-06-10,504
1207,Running Shoes,Shoe,9,59.29,2024-04-18,505
1208,Canvas Shoes,Shoe,5,85.44,2024-01-14,506
1209,Sunglasses,Accessories,9,64.08,2024-06-14,547
1210,Knee Length Shorts,Clothing,8,65.24,2024-12-27,532
1211,Golf Shoes,Shoe,7,26.06,2024-11-26,538
1212,Socks,Accessories,1,44.48,2024-11-30,520
1213,Leather Belt,Accessories,4,37.72,2024-04-21,540
1214,Canvas Shoes,Shoe,9,6.09,2024-08-21,545
1215,Running Shoes,Shoe,8,34.76,2024-07-20,536
1216,Running Shoes,Shoe,4,51.18,2024-11-18,549
1217,Canvas Shoes,Shoe,1,61.99,2024-05-18,514
1218,Socks,Accessories,4,93.78,2024-09-23,547
1219,Shirt,Clothing,3,27.72,2024-09-28,519
1220,Golf Shoes,Shoe,6,19.48,2024-06-14,511
1221,Knee Length Shorts,Clothing,5,87.6,2024-06-17,539
1222,Golf Shoes,Shoe,5,94.48,2024-09-13,501
1223,Hoodie,Clothing,2,51.36,2024-05-03,535
1224,Shirt,Clothing,3,15.95,2024-02-07,519
1225,Hoodie,Clothing,6,51.11,2024-09-05,533
1226,Running Shoes,Shoe,2,15.4,2024-08-24,532
1227,Leather Belt,Accessories,4,88.9,2024-04-07,536
1228,Canvas Shoes,Shoe,2,72.27,2024-02-29,524
1229,Jacket,Clothing,9,27.91,2024-01-19,543
1230,Hoodie,Clothing,3,89.24,2024-05-03,507
1231,Running Shoes,Shoe,6,65.6,2024-08-13,507
1232,Socks,Accessories,1,95.56,2024-04-09,546
1233,Golf Shoes,Shoe,3,98.15,2024-11-19,547
1234,Running Shoes,Shoe,8,5.31,2024-01-17,505
1235,Golf Shoes,Shoe,5,16.42,2024-09-04,514
1236,Jeans,Clothing,8,56.96,2024-03-20,545
1237,Jacket,Clothing,2,95.81,2024-03-25,526
1238,Running Shoes,Shoe,7,99.45,2024-12-13,501
1239,Cap,Accessories,9,58.9,2024-01-29,513
1240,Golf Shoes,Shoe,7,21.51,2024-05-13,523
1241,Jeans,Clothing,3,20.49,2024-07-12,520
1242,Canvas Shoes,Shoe,7,77.57,2024-04-28,507
1243,Golf Shoes,Shoe,8,61.23,2024-07-09,506
1244,Cap,Accessories,1,57.13,2024-06-01,509
1245,Hoodie,Clothing,3,49.25,2024-12-08,528
1246,Jeans,Clothing,5,73.89,2024-09-28,510
1247,Cap,Accessories,6,86.52,2024-05-11,535
1248,Jeans,Clothing,3,33.78,2024-12-28,507
1249,Sunglasses,Accessories,4,25.99,2024-01-08,525
1250,Canvas Shoes,Shoe,5,68.67,2024-05-13,530
1251,Shirt,Clothing,3,91.9,2024-11-04,543
1252,Cotton T-Shirt,Clothing,4,38.07,2024-07-10,526
1253,Smartwatch,Accessories,5,30.88,2024-03-31,544
1254,Socks,Accessories,2,26.48,2024-09-05,512
1255,Knee Length Shorts,Clothing,9,29.18,2024-09-08,513
1256,Sunglasses,Accessories,8,17.82,2024-03-03,540
1257,Hoodie,Clothing,6,61.69,2024-08-03,504
1258,Cap,Accessories,3,31.68,2024-05-13,501
1259,Cotton T-Shirt,Clothing,2,63.42,2024-04-16,506
1260,Canvas Shoes,Shoe,7,12.89,2024-06-09,502
1261,Socks,Accessories,8,15.97,2024-09-14,546
1262,Running Shoes,Shoe,1,55.93,2024-01-16,527
1263,Golf Shoes,Shoe,6,53.6,2024-12-23,518
1264,Golf Shoes,Shoe,7,30.79,2024-02-28,542
1265,Canvas Shoes,Shoe,9,83.58,2024-01-09,529
1266,Jeans,Clothing,3,22.77,2024-07-15,533
1267,Running Shoes,Shoe,2,39.26,2024-04-26,503
1268,Running Shoes,Shoe,5,57.77,2024-01-10,520
1269,Smartwatch,Accessories,1,87.39,2024-12-15,504
1270,Hoodie,Clothing,6,44.76,2024-01-07,518
1271,Shirt,Clothing,9,42.87,2024-12-14,508
1272,Running Shoes,Shoe,9,60.06,2024-07-12,522
1273,Cotton T-Shirt,Clothing,7,35.09,2024-05-02,541
1274,Cotton T-Shirt,Clothing,7,72.37,2024-03-03,522
1275,Running Shoes,Shoe,8,28.63,2024-01-04,519
1276,Smartwatch,Accessories,2,83.2,2024-10-10,528
1277,Hoodie,Clothing,6,30.87,2024-11-23,502
1278,Socks,Accessories,5,99.31,2024-09-06,509
1279,Socks,Accessories,5,35.06,2024-05-09,535
1280,Running Shoes,Shoe,3,88.49,2024-03-15,522
1281,Jacket,Clothing,3,42.75,2024-11-24,526
1282,Jacket,Clothing,6,28.38,2024-12-23,534
1283,Cotton T-Shirt,Clothing,7,26.49,2024-09-10,507
1284,Socks,Accessories,1,85.77,2024-11-18,530
1285,Shirt,Clothing,3,34.33,2024-06-15,549
1286,Sunglasses,Accessories,1,37.16,2024-07-19,525
1287,Jeans,Clothing,3,23.71,2024-06-16,549
1288,Canvas Shoes,Shoe,5,96.33,2024-10-10,509
1289,Cap,Accessories,9,28.25,2024-12-13,527
1290,Smartwatch,Accessories,3,28.51,2024-12-03,501
1291,Cotton T-Shirt,Clothing,9,94.67,2024-02-20,533
1292,Jeans,Clothing,1,90.59,2024-02-25,508
1293,Smartwatch,Accessories,6,28.65,2024-03-13,549
1294,Shirt,Clothing,9,87.15,2024-10-08,532
1295,Smartwatch,Accessories,5,28.73,2024-03-28,540
1296,Knee Length Shorts,Clothing,2,13.02,2024-02-21,519
1297,Canvas Shoes,Shoe,5,82.93,2024-05-04,536
1298,Canvas Shoes,Shoe,1,78.3,2024-09-18,545
1299,Running Shoes,Shoe,9,32.99,2024-09-24,522
1300,Smartwatch,Accessories,9,13.56,2024-03-03,539
1301,Leather Belt,Accessories,6,24.61,2024-02-05,526
1302,Canvas Shoes,Shoe,9,78.25,2024-01-09,503
1303,Knee Length Shorts,Clothing,3,96.65,2024-11-25,546
1304,Running Shoes,Shoe,4,29.61,2024-11-18,509
1305,Jacket,Clothing,6,82.73,2024-08-28,535
1306,Smartwatch,Accessories,4,26.65,2024-10-11,507
1307,Running Shoes,Shoe,1,69.56,2024-11-22,515
1308,Canvas Shoes,Shoe,7,12.94,2024-03-30,504
1309,Golf Shoes,Shoe,5,60.6,2024-09-20,537
1310,Hoodie,Clothing,8,30.57,2024-10-25,528
1311,Jacket,Clothing,9,92.96,2024-07-23,509
1312,Smartwatch,Accessories,5,32.53,2024-10-17,535
1313,Jacket,Clothing,8,42.85,2024-07-29,548
1314,Shirt,Clothing,1,84.86,2024-10-04,548
1315,Jeans,Clothing,1,46.64,2024-07-25,525
1316,Canvas Shoes,Shoe,7,27.65,2024-11-17,509
1317,Smartwatch,Accessories,6,57.02,2024-12-23,533
1318,Canvas Shoes,Shoe,5,84.8,2024-04-03,517
1319,Cap,Accessories,5,46.15,2024-07-17,512
1320,Canvas Shoes,Shoe,9,17.62,2024-12-16,509
1321,Leather Belt,Accessories,1,41.39,2024-06-17,505
1322,Hoodie,Clothing,8,95.68,2024-10-23,547
1323,Golf Shoes,Shoe,2,11.84,2024-08-14,526
1324,Running Shoes,Shoe,7,43.8,2024-01-04,545
1325,Socks,Accessories,6,66.56,2024-04-07,519
1326,Socks,Accessories,2,12.46,2024-07-11,535
1327,Smartwatch,Accessories,3,37.77,2024-09-22,502
1328,Running Shoes,Shoe,4,94.35,2024-12-15,545
1329,Sunglasses,Accessories,7,7.91,2024-08-11,507
1330,Shirt,Clothing,8,76.42,2024-03-07,509
1331,Jacket,Clothing,2,84.93,2024-05-17,522
1332,Jacket,Clothing,8,31.32,2024-11-24,542
1333,Running Shoes,Shoe,9,25.4,2024-08-26,533
1334,Hoodie,Clothing,7,91.91,2024-11-04,516
1335,Smartwatch,Accessories,1,77.58,2024-01-04,543
1336,Running Shoes,Shoe,6,15.77,2024-11-19,524
1337,Sunglasses,Accessories,8,25.16,2024-12-17,508
1338,Jeans,Clothing,5,64.03,2024-04-11,530
1339,Leather Belt,Accessories,2,44.84,2024-02-13,526
1340,Knee Length Shorts,Clothing,5,52.9,2024-04-28,545
1341,Socks,Accessories,8,95.4,2024-07-06,548
1342,Jacket,Clothing,2,44.92,2024-08-18,535
1343,Socks,Accessories,1,88.76,2024-07-08,545
1344,Jacket,Clothing,4,67.77,2024-04-19,517
1345,Canvas Shoes,Shoe,4,16.55,2024-10-28,538
1346,Socks,Accessories,9,75.73,2024-10-05,510
1347,Sunglasses,Accessories,3,54.42,2024-04-15,541
1348,Golf Shoes,Shoe,4,26.38,2024-06-13,517
1349,Knee Length Shorts,Clothing,3,32.51,2024-05-05,507
1350,Golf Shoes,Shoe,2,57.95,2024-12-11,502
1351,Running Shoes,Shoe,4,62.16,2024-04-07,511
1352,Jeans,Clothing,8,96.98,2024-11-26,503
1353,Socks,Accessories,1,86.2,2024-04-29,546
1354,Shirt,Clothing,8,24.55,2024-12-06,520
1355,Jeans,Clothing,8,78.53,2024-10-25,513
1356,Jeans,Clothing,3,5.79,2024-12-09,523
1357,Hoodie,Clothing,6,17.33,2024-05-22,517
1358,Canvas Shoes,Shoe,4,23.97,2024-07-13,529
1359,Jacket,Clothing,1,61.73,2024-05-09,543
1360,Canvas Shoes,Shoe,1,23.5,2024-04-13,539
1361,Shirt,Clothing,5,39.7,2024-04-02,532
1362,Golf Shoes,Shoe,8,28.06,2024-10-23,535
1363,Golf Shoes,Shoe,1,37.05,2024-08-09,535
1364,Smartwatch,Accessories,2,94.53,2024-07-18,534
1365,Shirt,Clothing,7,99.75,2024-10-14,521
1366,Running Shoes,Shoe,8,70.14,2024-12-27,516
1367,Canvas Shoes,Shoe,3,59.37,2024-09-14,523
1368,Cotton T-Shirt,Clothing,8,72.3,2024-01-10,511
1369,Knee Length Shorts,Clothing,1,78.31,2024-06-19,514
1370,Socks,Accessories,9,75.21,2024-04-10,503
1371,Canvas Shoes,Shoe,2,12.78,2024-04-19,507
1372,Socks,Accessories,2,34.48,2024-09-03,540
1373,Shirt,Clothing,4,37.63,2024-11-18,545
1374,Running Shoes,Shoe,3,40.08,2024-08-31,511
1375,Socks,Accessories,4,37.71,2024-01-23,533
1376,Jacket,Clothing,6,79.77,2024-12-19,519
1377,Hoodie,Clothing,7,76.02,2024-08-12,545
1378,Smartwatch,Accessories,5,5.44,2024-12-18,549
1379,Canvas Shoes,Shoe,2,33.16,2024-09-18,541
1380,Hoodie,Clothing,3,64.25,2024-09-25,523
1381,Hoodie,Clothing,3,16.43,2024-01-21,523
1382,Golf Shoes,Shoe,5,11.76,2024-11-09,529
1383,Socks,Accessories,5,83.7,2024-04-29,506
1384,Jacket,Clothing,4,48.01,2024-04-29,539
1385,Jacket,Clothing,8,86.29,2024-07-16,505
1386,Cotton T-Shirt,Clothing,6,83.24,2024-05-15,532
1387,Hoodie,Clothing,6,89.87,2024-03-17,540
1388,Running Shoes,Shoe,1,9.59,2024-12-19,526
1389,Knee Length Shorts,Clothing,6,22.68,2024-02-27,514
1390,Cap,Accessories,3,33.13,2024-03-26,518
1391,Golf Shoes,Shoe,6,17.94,2024-01-01,521
1392,Golf Shoes,Shoe,6,51.12,2024-03-17,525
1393,Leather Belt,Accessories,2,80.9,2024-01-10,520
1394,Running Shoes,Shoe,1,95.36,2024-03-09,524
1395,Running Shoes,Shoe,3,89.51,2024-05-27,503
1396,Golf Shoes,Shoe,5,48.45,2024-03-02,522
1397,Socks,Accessories,4,65.47,2024-01-13,508
1398,Hoodie,Clothing,7,26.92,2024-07-04,546
1399,Jacket,Clothing,4,43.29,2024-06-13,546
1400,Canvas Shoes,Shoe,8,87.76,2024-01-10,529
1401,Sunglasses,Accessories,7,7.77,2024-09-15,507
1402,Golf Shoes,Shoe,9,55.61,2024-06-10,506
1403,Golf Shoes,Shoe,1,87.92,2024-10-16,506
1404,Golf Shoes,Shoe,5,16.59,2024-07-14,512
1405,Leather Belt,Accessories,4,98.34,2024-02-03,522
1406,Cap,Accessories,6,6.18,2024-06-08,547
1407,Jacket,Clothing,1,89.18,2024-03-25,526
1408,Jeans,Clothing,6,38.6,2024-02-27,525
1409,Canvas Shoes,Shoe,1,17.61,2024-12-26,519
1410,Canvas Shoes,Shoe,1,19.95,2024-09-21,536
1411,Hoodie,Clothing,8,71.61,2024-10-23,535
1412,Jeans,Clothing,2,87.72,2024-01-25,513
1413,Running Shoes,Shoe,6,65.9,2024-02-05,525
1414,Running Shoes,Shoe,6,93.23,2024-09-20,548
1415,Knee Length Shorts,Clothing,6,85.04,2024-04-23,545
1416,Running Shoes,Shoe,8,5.86,2024-04-14,532
1417,Running Shoes,Shoe,4,68.6,2024-04-02,530
1418,Canvas Shoes,Shoe,3,33.94,2024-03-29,521
1419,Leather Belt,Accessories,6,48.18,2024-06-11,542
1420,Socks,Accessories,4,13.93,2024-02-07,545
1421,Leather Belt,Accessories,2,31.8,2024-04-01,540
1422,Running Shoes,Shoe,6,65.11,2024-04-28,544
1423,Leather Belt,Accessories,5,25.75,2024-07-29,508
1424,Smartwatch,Accessories,9,66.52,2024-06-08,541
1425,Running Shoes,Shoe,6,92.69,2024-04-10,542
1426,Canvas Shoes,Shoe,3,5.47,2024-06-27,507
1427,Smartwatch,Accessories,5,79.65,2024-10-10,503
1428,Knee Length Shorts,Clothing,8,65.93,2024-12-20,537
1429,Running Shoes,Shoe,9,9.43,2024-10-23,503
1430,Running Shoes,Shoe,8,80.07,2024-01-23,518
1431,Running Shoes,Shoe,3,26.33,2024-10-05,542
1432,Shirt,Clothing,9,30.25,2024-02-01,509
1433,Golf Shoes,Shoe,3,13.88,2024-05-17,524
1434,Running Shoes,Shoe,8,55.77,2024-03-21,507
1435,Golf Shoes,Shoe,9,52.33,2024-12-20,533
1436,Cotton T-Shirt,Clothing,7,37.98,2024-11-14,525
1437,Knee Length Shorts,Clothing,4,21.03,2024-07-13,542
1438,Shirt,Clothing,9,84.61,2024-10-18,534
1439,Canvas Shoes,Shoe,3,88.26,2024-04-02,538
1440,Canvas Shoes,Shoe,3,56.36,2024-02-15,521
1441,Smartwatch,Accessories,2,28.2,2024-01-27,538
1442,Knee Length Shorts,Clothing,3,14.13,2024-06-10,540
1443,Shirt,Clothing,1,87.51,2024-11-27,518
1444,Smartwatch,Accessories,4,14.13,2024-04-10,539
1445,Cap,Accessories,8,6.25,2024-07-05,533
1446,Cap,Accessories,5,49.59,2024-07-12,528
1447,Knee Length Shorts,Clothing,2,74.47,2024-06-06,525
1448,Canvas Shoes,Shoe,3,48.47,2024-01-09,514
1449,Leather Belt,Accessories,1,9.88,2024-07-30,520
1450,Leather Belt,Accessories,2,70.55,2024-11-07,539
1451,Sunglasses,Accessories,1,66.02,2024-06-15,520
1452,Knee Length Shorts,Clothing,2,69.75,2024-12-08,507
1453,Golf Shoes,Shoe,3,25.06,2024-09-30,504
1454,Leather Belt,Accessories,1,80.59,2024-10-24,531
1455,Socks,Accessories,9,50.52,2024-04-20,530
1456,Smartwatch,Accessories,5,55.95,2024-11-24,537
1457,Canvas Shoes,Shoe,8,56.85,2024-07-21,521
1458,Shirt,Clothing,5,32.25,2024-09-04,501
1459,Cap,Accessories,8,28.76,2024-03-05,503
1460,Running Shoes,Shoe,7,5.45,2024-07-21,513
1461,Hoodie,Clothing,4,42.68,2024-06-09,507
1462,Jeans,Clothing,7,51.08,2024-05-12,506
1463,Canvas Shoes,Shoe,6,75.57,2024-06-26,506
1464,Hoodie,Clothing,3,11.33,2024-07-11,534
1465,Canvas Shoes,Shoe,9,92.78,2024-09-22,532
1466,Cap,Accessories,9,30.08,2024-02-29,516
1467,Socks,Accessories,5,39.84,2024-07-23,538
1468,Cap,Accessories,8,9.59,2024-06-03,508
